doc_id,item,category,amount,price,discount
DOC-20250909092246-7674,ручка,бытовая химия,3,766.48,187.64
DOC-20250909092246-7674,ручка,бытовая химия,5,951.14,159.15
DOC-20250909092246-7674,ручка,продукты питания,5,2787.29,554.06
DOC-20250909092246-7674,сковорода,посуда,2,762.5,47.59
DOC-20250909092246-5142,сковорода,посуда,1,1137.4,60.77
DOC-20250909092246-1137,ручка,канцелярия,3,4759.51,933.02
DOC-20250909092246-4060,стиральный порошок,канцелярия,2,1108.68,35.51
DOC-20250909092246-5295,стиральный порошок,посуда,5,452.9,27.2
DOC-20250909092246-5295,ручка,бытовая химия,3,4940.71,917.2
DOC-20250909092246-8164,стиральный порошок,посуда,3,3796.46,817.18
DOC-20250909092246-8164,полотенце,товары для дома,3,2490.61,663.16
DOC-20250909092246-8164,сковорода,посуда,3,1279.97,115.78
DOC-20250909092246-9951,стиральный порошок,продукты питания,2,2637.27,511.07
DOC-20250909092246-6597,молоко,товары для дома,4,4128.41,77.08
DOC-20250909092246-4114,стиральный порошок,посуда,4,4064.42,54.57
DOC-20250909092246-4114,сковорода,канцелярия,5,249.62,31.91
DOC-20250909092246-6021,ручка,текстиль,1,442.91,83.39
DOC-20250909092246-6021,стиральный порошок,канцелярия,1,4685.09,61.95
DOC-20250909092246-5639,стиральный порошок,канцелярия,5,290.52,73.23
DOC-20250909092246-5639,ручка,посуда,2,849.79,84.43
DOC-20250909092246-5639,ручка,продукты питания,2,3776.1,6.57
DOC-20250909092246-1918,молоко,бытовая химия,3,2418.34,269.35
DOC-20250909092246-1918,стиральный порошок,бытовая химия,4,2471.18,215.95
DOC-20250909092246-5376,ручка,товары для дома,5,4261.88,1255.75
DOC-20250909092246-5376,молоко,посуда,5,4738.18,50.28
DOC-20250909092246-5376,ручка,посуда,3,1390.08,363.61
DOC-20250909092246-5376,утюг,канцелярия,2,1720.76,500.98
DOC-20250909092246-0678,ручка,продукты питания,4,3182.25,644.45
DOC-20250909092246-0678,сковорода,канцелярия,2,4018.44,905.33
DOC-20250909092246-1882,полотенце,бытовая химия,4,4376.36,1135.37
DOC-20250909092246-1882,утюг,текстиль,1,2671.8,67.49
DOC-20250909092246-1882,сковорода,канцелярия,4,2734.07,53.26
DOC-20250909092246-6476,сковорода,текстиль,3,3197.57,533.67
DOC-20250909092246-6476,сковорода,товары для дома,5,2348.89,302.68
DOC-20250909092246-7801,полотенце,канцелярия,4,1561.53,389.13
DOC-20250909092246-7801,ручка,текстиль,3,4959.89,114.13
DOC-20250909092246-6046,полотенце,бытовая химия,3,2170.57,619.12
DOC-20250909092246-6046,стиральный порошок,посуда,2,2266.74,313.4
DOC-20250909092246-6046,молоко,товары для дома,5,2304.69,392.2
DOC-20250909092246-0265,сковорода,посуда,4,4790.31,390.32
DOC-20250909092246-0265,утюг,бытовая химия,2,631.09,140.1
DOC-20250909092246-1071,молоко,товары для дома,3,4979.46,1068.99
DOC-20250909092246-1071,утюг,текстиль,5,1216.75,359.73
DOC-20250909092246-1071,утюг,канцелярия,4,949.51,226.52
DOC-20250909092246-1071,стиральный порошок,продукты питания,4,4938.43,49.34
DOC-20250909092246-8153,сковорода,товары для дома,1,1822.47,528.36
DOC-20250909092246-8153,утюг,канцелярия,2,3694.9,648.81
DOC-20250909092246-8153,сковорода,текстиль,2,2031.14,212.73
DOC-20250909092246-0838,сковорода,посуда,2,2694.27,433.93
DOC-20250909092246-7046,ручка,текстиль,1,1048.95,300.99
DOC-20250909092246-7046,стиральный порошок,текстиль,4,3689.81,293.68
DOC-20250909092246-7046,полотенце,канцелярия,1,341.84,16.72
DOC-20250909092246-7046,полотенце,канцелярия,1,4813.08,1267.42
DOC-20250909092246-2866,утюг,бытовая химия,2,2986.56,452.89
DOC-20250909092246-9966,ручка,бытовая химия,2,3525.73,168.36
DOC-20250909092246-9966,ручка,бытовая химия,2,3932.09,210.94
DOC-20250909092246-7782,стиральный порошок,товары для дома,4,987.69,28.78
DOC-20250909092246-7782,стиральный порошок,посуда,1,3084.06,774.98
DOC-20250909092246-5018,ручка,товары для дома,3,3596.4,86.54
DOC-20250909092246-5018,молоко,текстиль,4,4499.71,475.98
DOC-20250909092246-5018,утюг,бытовая химия,5,924.07,102.13
DOC-20250909092246-5018,полотенце,канцелярия,4,290.59,19.21
DOC-20250909092246-5946,утюг,канцелярия,5,3390.26,622.86
DOC-20250909092246-5946,сковорода,канцелярия,2,1267.11,322.93
DOC-20250909092246-8332,сковорода,бытовая химия,3,4116.28,193.86
DOC-20250909092246-8332,сковорода,продукты питания,2,2574.79,416.61
DOC-20250909092246-8332,молоко,продукты питания,4,2719.64,307.52
DOC-20250909092246-8332,сковорода,товары для дома,5,1442.16,31.07
DOC-20250909092246-8332,молоко,бытовая химия,1,1447.04,26.27
DOC-20250909092246-6757,сковорода,бытовая химия,2,3412.39,333.04
DOC-20250909092246-3198,утюг,посуда,2,1136.46,323.2
DOC-20250909092246-1609,полотенце,канцелярия,5,3508.49,762.96
DOC-20250909092246-1609,сковорода,бытовая химия,4,3668.14,1087.61
DOC-20250909092246-1609,полотенце,товары для дома,2,2829.65,826.39
DOC-20250909092246-1609,полотенце,продукты питания,5,163.05,12.29
DOC-20250909092246-5881,стиральный порошок,текстиль,4,243.76,31.16
DOC-20250909092246-5881,молоко,канцелярия,1,3825.27,409.56
DOC-20250909092246-5881,утюг,канцелярия,1,596.51,84.76
DOC-20250909092246-5881,утюг,товары для дома,3,1855.23,20.49
DOC-20250909092246-5881,ручка,посуда,4,2080.25,429.01
DOC-20250909092246-3539,стиральный порошок,продукты питания,1,1503.51,322.24
DOC-20250909092246-3539,сковорода,продукты питания,3,963.96,39.16
DOC-20250909092246-3539,ручка,бытовая химия,4,933.48,262.42
DOC-20250909092246-3539,стиральный порошок,продукты питания,2,2328.69,689.31
DOC-20250909092246-7334,утюг,канцелярия,1,3304.88,145.09
DOC-20250909092246-7334,молоко,товары для дома,3,2251.11,438.47
DOC-20250909092246-7334,ручка,канцелярия,3,1876.12,379.69
DOC-20250909092246-3756,молоко,канцелярия,5,893.37,29.14
