doc_id,item,category,amount,price,discount
DOC-20250909092246-3731,утюг,товары для дома,1,1220.9,239.54
DOC-20250909092246-9175,утюг,посуда,2,1400.63,166.94
DOC-20250909092246-9175,стиральный порошок,канцелярия,2,1304.95,158.38
DOC-20250909092246-2552,стиральный порошок,канцелярия,5,4403.78,1061.22
DOC-20250909092246-2552,сковорода,посуда,4,2915.72,557.01
DOC-20250909092246-1956,молоко,продукты питания,4,4653.72,1131.01
DOC-20250909092246-1956,молоко,продукты питания,1,4290.55,775.21
DOC-20250909092246-1956,стиральный порошок,бытовая химия,4,1291.14,337.6
DOC-20250909092246-1956,сковорода,канцелярия,2,1822.57,266.68
DOC-20250909092246-1956,утюг,текстиль,1,3706.05,586.7
DOC-20250909092246-9266,молоко,бытовая химия,3,4035.35,462.81
DOC-20250909092246-9266,ручка,товары для дома,4,314.43,51.04
DOC-20250909092246-9266,ручка,текстиль,1,924.5,23.7
DOC-20250909092246-2787,стиральный порошок,текстиль,1,68.98,16.02
DOC-20250909092246-2787,полотенце,текстиль,1,1524.58,97.0
DOC-20250909092246-2787,стиральный порошок,канцелярия,3,3177.51,98.35
DOC-20250909092246-2503,сковорода,продукты питания,3,1997.01,360.42
DOC-20250909092246-1160,ручка,продукты питания,2,1404.55,68.31
DOC-20250909092246-1160,стиральный порошок,бытовая химия,1,213.44,9.12
DOC-20250909092246-1160,ручка,канцелярия,2,1543.54,70.66
DOC-20250909092246-1160,молоко,посуда,1,3959.73,77.46
DOC-20250909092246-8110,полотенце,товары для дома,5,2631.17,363.88
DOC-20250909092246-1947,сковорода,посуда,3,1973.92,327.64
DOC-20250909092246-1651,сковорода,канцелярия,4,4105.89,642.96
DOC-20250909092246-1651,полотенце,канцелярия,3,4918.44,383.03
DOC-20250909092246-1651,утюг,товары для дома,1,4712.56,916.51
DOC-20250909092246-1651,утюг,продукты питания,1,113.14,5.14
DOC-20250909092246-1695,сковорода,бытовая химия,3,4240.46,787.59
DOC-20250909092246-1695,утюг,продукты питания,1,4531.88,28.94
DOC-20250909092246-1695,стиральный порошок,продукты питания,5,936.41,55.98
DOC-20250909092246-1695,полотенце,товары для дома,1,2038.58,527.44
