doc_id,item,category,amount,price,discount
DOC-20250909092246-6584,стиральный порошок,бытовая химия,5,2054.76,363.01
DOC-20250909092246-5318,ручка,посуда,4,4909.43,460.04
DOC-20250909092246-5318,утюг,посуда,1,3494.76,499.88
DOC-20250909092246-2600,сковорода,посуда,4,1304.21,141.98
DOC-20250909092246-2600,полотенце,продукты питания,4,1124.86,185.67
DOC-20250909092246-2600,сковорода,посуда,5,4426.99,1113.44
DOC-20250909092246-8587,молоко,товары для дома,3,608.67,7.91
DOC-20250909092246-8587,полотенце,продукты питания,2,4579.34,1193.01
DOC-20250909092246-5339,сковорода,посуда,1,1870.18,181.05
DOC-20250909092246-5339,сковорода,бытовая химия,1,4227.55,526.83
DOC-20250909092246-0568,молоко,текстиль,4,1018.22,35.92
DOC-20250909092246-0568,сковорода,текстиль,5,1388.48,385.67
DOC-20250909092246-0568,сковорода,текстиль,5,1302.37,41.55
DOC-20250909092246-0568,полотенце,товары для дома,1,4470.42,139.39
DOC-20250909092246-0808,утюг,посуда,4,1151.31,196.34
DOC-20250909092246-0808,молоко,канцелярия,2,4980.62,67.82
DOC-20250909092246-0808,молоко,товары для дома,5,3434.68,823.29
DOC-20250909092246-0808,молоко,канцелярия,1,1748.33,89.66
DOC-20250909092246-0808,стиральный порошок,товары для дома,4,3917.04,250.28
DOC-20250909092246-7273,сковорода,канцелярия,5,1020.4,7.0
DOC-20250909092246-9434,ручка,канцелярия,4,2736.2,3.16
DOC-20250909092246-9434,сковорода,канцелярия,5,3682.99,803.4
DOC-20250909092246-9434,полотенце,канцелярия,1,4518.1,1207.2
DOC-20250909092246-2547,стиральный порошок,продукты питания,3,2590.7,137.07
DOC-20250909092246-2547,ручка,канцелярия,5,2227.92,60.25
DOC-20250909092246-2547,сковорода,посуда,3,974.22,147.59
DOC-20250909092246-2547,утюг,посуда,3,4111.0,1046.87
DOC-20250909092246-1378,полотенце,продукты питания,5,1668.21,339.64
DOC-20250909092246-1378,стиральный порошок,продукты питания,1,3572.78,638.37
DOC-20250909092246-1378,полотенце,канцелярия,4,3038.84,157.78
DOC-20250909092246-1378,стиральный порошок,товары для дома,2,4481.74,19.24
DOC-20250909092246-3932,ручка,продукты питания,1,3378.85,514.75
DOC-20250909092246-3932,утюг,бытовая химия,1,2866.53,854.38
