doc_id,item,category,amount,price,discount
DOC-20250909092246-4562,сковорода,бытовая химия,1,4688.28,106.65
DOC-20250909092246-4562,утюг,бытовая химия,2,1306.88,54.52
DOC-20250909092246-4562,стиральный порошок,посуда,3,2559.68,517.88
DOC-20250909092246-4562,молоко,посуда,5,4042.41,109.95
DOC-20250909092246-4562,молоко,бытовая химия,3,2643.26,33.46
DOC-20250909092246-3976,утюг,продукты питания,3,1604.83,26.12
DOC-20250909092246-3976,утюг,продукты питания,1,2068.02,54.53
DOC-20250909092246-5208,утюг,текстиль,3,3659.39,134.14
DOC-20250909092246-1011,ручка,продукты питания,2,688.44,65.68
DOC-20250909092246-1011,стиральный порошок,товары для дома,1,3747.55,253.37
DOC-20250909092246-1011,стиральный порошок,канцелярия,1,748.93,50.46
DOC-20250909092246-3399,ручка,товары для дома,1,4267.28,15.51
DOC-20250909092246-3399,полотенце,бытовая химия,2,3122.74,389.47
DOC-20250909092246-3399,утюг,канцелярия,2,2543.43,49.06
DOC-20250909092246-3399,сковорода,канцелярия,4,4698.05,837.04
DOC-20250909092246-3399,молоко,товары для дома,3,1024.37,307.17
DOC-20250909092246-7287,сковорода,текстиль,4,4652.55,765.71
DOC-20250909092246-7287,полотенце,продукты питания,2,4182.55,1131.67
DOC-20250909092246-7287,утюг,бытовая химия,5,1011.91,181.82
DOC-20250909092246-9936,стиральный порошок,бытовая химия,2,1441.0,249.94
DOC-20250909092246-9936,ручка,канцелярия,4,4690.08,109.35
DOC-20250909092246-9936,сковорода,канцелярия,4,593.15,120.9
DOC-20250909092246-3221,стиральный порошок,текстиль,3,3659.51,657.23
DOC-20250909092246-3221,полотенце,продукты питания,5,209.53,7.22
DOC-20250909092246-6583,полотенце,товары для дома,5,2759.18,75.47
DOC-20250909092246-6583,стиральный порошок,бытовая химия,2,1830.46,274.62
DOC-20250909092246-6583,ручка,продукты питания,1,3819.21,216.74
DOC-20250909092246-7682,молоко,текстиль,4,2021.96,176.12
DOC-20250909092246-7682,полотенце,канцелярия,5,1810.88,353.32
DOC-20250909092246-1344,молоко,продукты питания,4,2395.44,654.96
DOC-20250909092246-1344,полотенце,бытовая химия,1,2569.74,596.75
DOC-20250909092246-1344,стиральный порошок,текстиль,1,4502.52,155.04
DOC-20250909092246-3129,стиральный порошок,канцелярия,4,3927.38,576.28
DOC-20250909092246-3129,полотенце,посуда,4,202.07,0.62
DOC-20250909092246-3129,утюг,текстиль,5,1789.69,385.14
DOC-20250909092246-3129,полотенце,посуда,3,891.18,61.69
DOC-20250909092246-7302,утюг,текстиль,1,4104.37,291.07
DOC-20250909092246-7302,сковорода,канцелярия,3,4022.09,817.53
DOC-20250909092246-7302,молоко,бытовая химия,4,4498.51,1196.03
DOC-20250909092246-7302,сковорода,текстиль,3,2354.91,653.29
DOC-20250909092246-7302,ручка,бытовая химия,2,4695.38,412.46
DOC-20250909092246-2400,стиральный порошок,товары для дома,3,4401.94,1187.73
DOC-20250909092246-2400,ручка,продукты питания,1,4793.82,1344.01
DOC-20250909092246-2400,утюг,бытовая химия,1,4574.92,187.06
DOC-20250909092246-6535,ручка,бытовая химия,4,498.19,125.99
DOC-20250909092246-6535,полотенце,бытовая химия,5,600.87,84.89
DOC-20250909092246-6535,полотенце,бытовая химия,4,228.21,12.33
DOC-20250909092246-5980,стиральный порошок,текстиль,2,223.06,51.38
DOC-20250909092246-5980,утюг,текстиль,5,913.17,76.29
DOC-20250909092246-2812,стиральный порошок,текстиль,3,1332.92,157.25
DOC-20250909092246-0745,ручка,бытовая химия,3,2171.91,152.59
DOC-20250909092246-0745,полотенце,канцелярия,3,191.8,5.26
DOC-20250909092246-0745,ручка,канцелярия,2,2320.01,116.57
DOC-20250909092246-0745,молоко,продукты питания,1,3253.32,50.63
DOC-20250909092246-0745,сковорода,посуда,5,697.9,64.5
DOC-20250909092246-1309,молоко,канцелярия,1,2150.52,628.58
DOC-20250909092246-1309,ручка,товары для дома,2,3630.1,155.58
DOC-20250909092246-1309,молоко,посуда,4,1873.85,99.71
DOC-20250909092246-1309,полотенце,продукты питания,3,2760.44,12.94
DOC-20250909092246-1009,сковорода,бытовая химия,1,4424.94,1263.72
DOC-20250909092246-2567,полотенце,бытовая химия,3,2143.48,103.21
DOC-20250909092246-2567,утюг,канцелярия,4,1273.28,316.97
DOC-20250909092246-2567,сковорода,товары для дома,2,1874.6,293.14
DOC-20250909092246-2567,стиральный порошок,посуда,2,2625.99,196.62
DOC-20250909092246-2567,сковорода,канцелярия,1,3661.26,720.85
DOC-20250909092246-9124,полотенце,посуда,5,1518.69,166.83
DOC-20250909092246-3581,ручка,текстиль,1,1668.27,423.07
DOC-20250909092246-1793,ручка,бытовая химия,2,1797.49,77.7
DOC-20250909092246-1793,сковорода,бытовая химия,1,225.22,63.87
DOC-20250909092246-1793,полотенце,посуда,5,3684.21,180.97
DOC-20250909092246-1793,сковорода,продукты питания,1,3241.09,775.25
DOC-20250909092246-0071,ручка,продукты питания,5,905.84,79.74
DOC-20250909092246-0071,полотенце,продукты питания,1,2145.71,161.45
DOC-20250909092246-0071,стиральный порошок,посуда,5,3963.26,339.44
DOC-20250909092246-2736,молоко,текстиль,5,779.63,144.97
DOC-20250909092246-2736,ручка,товары для дома,5,3253.37,743.18
DOC-20250909092246-2736,полотенце,товары для дома,2,4007.37,29.28
DOC-20250909092246-2736,сковорода,текстиль,1,1048.69,95.2
DOC-20250909092246-4109,полотенце,продукты питания,3,1995.03,412.74
DOC-20250909092246-4109,полотенце,канцелярия,4,3086.04,449.69
DOC-20250909092246-4109,молоко,бытовая химия,2,2135.09,640.12
DOC-20250909092246-4109,молоко,посуда,4,2266.08,5.98
DOC-20250909092246-6331,полотенце,бытовая химия,3,149.68,23.15
