doc_id,item,category,amount,price,discount
DOC-20250909092246-6839,утюг,продукты питания,4,136.53,36.19
DOC-20250909092246-6839,ручка,бытовая химия,2,3196.43,793.56
DOC-20250909092246-6839,стиральный порошок,продукты питания,3,3531.17,595.91
DOC-20250909092246-6839,сковорода,продукты питания,2,1406.93,290.41
DOC-20250909092246-6839,полотенце,текстиль,3,3463.43,766.83
DOC-20250909092246-4623,сковорода,товары для дома,2,3441.27,822.98
DOC-20250909092246-4623,молоко,канцелярия,3,4797.96,58.13
DOC-20250909092246-2808,утюг,канцелярия,5,592.66,171.99
DOC-20250909092246-2808,стиральный порошок,продукты питания,3,996.9,116.22
DOC-20250909092246-2808,сковорода,текстиль,2,2449.3,426.97
DOC-20250909092246-2808,сковорода,товары для дома,5,4212.39,744.99
DOC-20250909092246-7982,полотенце,канцелярия,4,3692.89,232.33
DOC-20250909092246-7982,сковорода,текстиль,3,1483.46,47.28
DOC-20250909092246-7982,стиральный порошок,бытовая химия,2,1114.84,218.46
DOC-20250909092246-7982,сковорода,канцелярия,4,3175.63,674.64
DOC-20250909092246-8437,полотенце,текстиль,3,2135.17,254.92
DOC-20250909092246-8437,полотенце,посуда,3,4100.52,3.38
DOC-20250909092246-8437,молоко,посуда,1,1295.21,146.37
DOC-20250909092246-8437,полотенце,бытовая химия,1,3326.26,681.45
DOC-20250909092246-3114,молоко,продукты питания,5,1901.27,380.98
DOC-20250909092246-3114,сковорода,товары для дома,4,1149.47,140.91
DOC-20250909092246-3114,молоко,посуда,4,3059.86,890.14
DOC-20250909092246-3114,молоко,продукты питания,4,1210.02,194.02
DOC-20250909092246-3114,сковорода,продукты питания,3,1197.75,15.41
DOC-20250909092246-1214,утюг,товары для дома,1,4185.87,40.44
DOC-20250909092246-3379,стиральный порошок,бытовая химия,3,1025.1,263.25
DOC-20250909092246-6998,полотенце,бытовая химия,1,353.16,57.16
DOC-20250909092246-5310,утюг,канцелярия,4,4471.89,412.23
DOC-20250909092246-5310,стиральный порошок,посуда,3,1738.6,1.87
DOC-20250909092246-5310,молоко,посуда,1,262.29,22.04
DOC-20250909092246-5310,утюг,посуда,3,4032.31,783.26
DOC-20250909092246-5310,стиральный порошок,канцелярия,3,1931.39,272.33
DOC-20250909092246-1706,молоко,бытовая химия,5,2232.99,668.27
DOC-20250909092246-5402,стиральный порошок,текстиль,4,3291.55,130.87
DOC-20250909092246-5402,стиральный порошок,посуда,1,74.08,16.05
DOC-20250909092246-5402,утюг,текстиль,3,1773.44,474.14
DOC-20250909092246-7207,сковорода,текстиль,5,2688.69,314.91
DOC-20250909092246-7207,сковорода,продукты питания,4,3978.27,1116.76
DOC-20250909092246-7207,сковорода,товары для дома,5,2246.82,137.72
DOC-20250909092246-7207,полотенце,продукты питания,5,4564.76,185.62
DOC-20250909092246-7207,ручка,бытовая химия,1,3785.6,287.92
DOC-20250909092246-1263,молоко,продукты питания,4,4767.58,1072.94
DOC-20250909092246-1263,молоко,посуда,2,4920.15,966.09
DOC-20250909092246-1263,ручка,канцелярия,5,1367.09,400.68
DOC-20250909092246-0346,утюг,бытовая химия,5,863.54,258.71
DOC-20250909092246-0346,сковорода,продукты питания,1,4877.52,253.99
DOC-20250909092246-0346,полотенце,текстиль,1,641.74,93.43
DOC-20250909092246-1869,молоко,продукты питания,5,192.72,0.27
DOC-20250909092246-1869,полотенце,канцелярия,2,4730.85,131.27
DOC-20250909092246-1869,ручка,текстиль,4,2753.04,196.17
DOC-20250909092246-1869,молоко,канцелярия,3,2471.74,493.53
DOC-20250909092246-8985,сковорода,бытовая химия,5,2692.07,319.47
DOC-20250909092246-8985,сковорода,текстиль,4,762.71,227.94
DOC-20250909092246-8985,утюг,канцелярия,4,1029.7,133.15
DOC-20250909092246-8985,полотенце,продукты питания,4,738.75,183.82
DOC-20250909092246-6749,стиральный порошок,товары для дома,5,4203.76,16.88
DOC-20250909092246-6749,полотенце,бытовая химия,1,3316.46,50.23
DOC-20250909092246-6749,ручка,канцелярия,2,2316.89,217.4
DOC-20250909092246-6749,молоко,бытовая химия,4,2237.69,439.0
DOC-20250909092246-1760,стиральный порошок,посуда,2,4522.47,34.4
DOC-20250909092246-2963,сковорода,посуда,4,3401.07,216.69
DOC-20250909092246-2963,сковорода,посуда,2,4766.28,513.44
DOC-20250909092246-2963,полотенце,канцелярия,5,3350.1,443.95
DOC-20250909092246-2963,утюг,товары для дома,5,1914.67,512.35
