doc_id,item,category,amount,price,discount
DOC-20250909092246-5586,утюг,канцелярия,5,2049.4,220.67
DOC-20250909092246-5586,молоко,посуда,2,1312.39,237.89
DOC-20250909092246-1155,молоко,товары для дома,5,2337.93,60.34
DOC-20250909092246-1155,стиральный порошок,канцелярия,3,1266.72,372.42
DOC-20250909092246-1155,стиральный порошок,товары для дома,3,2115.21,623.69
DOC-20250909092246-0514,ручка,товары для дома,2,1030.13,243.65
DOC-20250909092246-0514,сковорода,бытовая химия,3,231.49,56.91
DOC-20250909092246-0514,ручка,посуда,5,1582.43,65.69
DOC-20250909092246-0514,сковорода,продукты питания,5,1373.81,383.83
DOC-20250909092246-0514,утюг,продукты питания,4,2738.14,190.28
DOC-20250909092246-1865,полотенце,посуда,3,1886.95,473.77
DOC-20250909092246-1865,молоко,товары для дома,1,2775.48,487.06
DOC-20250909092246-1865,ручка,канцелярия,5,3392.97,897.06
DOC-20250909092246-7710,ручка,бытовая химия,3,1262.26,41.25
DOC-20250909092246-2990,ручка,бытовая химия,2,644.69,0.83
DOC-20250909092246-2990,стиральный порошок,текстиль,2,1483.38,298.37
DOC-20250909092246-2990,утюг,посуда,3,2297.69,47.43
DOC-20250909092246-7726,утюг,товары для дома,3,3007.52,480.19
DOC-20250909092246-7726,стиральный порошок,бытовая химия,3,432.85,79.52
DOC-20250909092246-7726,утюг,бытовая химия,1,4059.72,332.66
DOC-20250909092246-7726,полотенце,текстиль,3,4845.22,1410.62
DOC-20250909092246-3464,стиральный порошок,бытовая химия,2,4754.46,109.74
DOC-20250909092246-3464,ручка,посуда,5,153.69,20.63
DOC-20250909092246-3464,утюг,текстиль,1,1895.48,152.62
DOC-20250909092246-3464,молоко,посуда,1,4288.61,1122.31
DOC-20250909092246-4662,полотенце,посуда,3,736.5,118.06
DOC-20250909092246-4662,утюг,продукты питания,3,951.94,103.61
DOC-20250909092246-6641,сковорода,канцелярия,2,3559.33,73.23
DOC-20250909092246-6641,молоко,текстиль,3,4356.11,1276.59
DOC-20250909092246-6641,утюг,посуда,5,3762.36,697.22
DOC-20250909092246-6641,стиральный порошок,текстиль,3,4075.44,401.01
DOC-20250909092246-8733,сковорода,продукты питания,4,706.59,206.12
DOC-20250909092246-8733,утюг,посуда,4,587.49,147.71
DOC-20250909092246-7521,утюг,продукты питания,2,192.77,2.94
DOC-20250909092246-7521,утюг,канцелярия,2,2714.57,576.89
DOC-20250909092246-7521,полотенце,бытовая химия,4,4451.76,883.16
DOC-20250909092246-7521,молоко,продукты питания,1,1819.07,127.13
DOC-20250909092246-1700,утюг,товары для дома,2,4785.84,6.53
DOC-20250909092246-8261,утюг,продукты питания,2,3637.91,555.13
DOC-20250909092246-8261,утюг,товары для дома,1,1496.7,272.48
DOC-20250909092246-8261,утюг,канцелярия,3,3597.52,166.89
DOC-20250909092246-8261,молоко,текстиль,3,1790.13,36.44
DOC-20250909092246-8261,сковорода,товары для дома,3,3032.42,69.57
DOC-20250909092246-4734,полотенце,канцелярия,5,164.17,2.19
DOC-20250909092246-4734,ручка,текстиль,2,187.12,14.24
DOC-20250909092246-4734,стиральный порошок,товары для дома,4,777.02,217.19
DOC-20250909092246-4734,полотенце,посуда,3,4976.03,756.67
DOC-20250909092246-4734,молоко,продукты питания,5,4205.07,1008.35
DOC-20250909092246-4962,сковорода,текстиль,1,4428.98,1308.81
DOC-20250909092246-4962,полотенце,посуда,1,2898.16,204.3
DOC-20250909092246-5242,молоко,бытовая химия,4,1516.03,166.02
DOC-20250909092246-5242,полотенце,продукты питания,5,1059.21,306.58
DOC-20250909092246-5242,сковорода,текстиль,1,4084.51,371.29
DOC-20250909092246-5242,полотенце,бытовая химия,3,678.81,65.53
DOC-20250909092246-2615,утюг,товары для дома,4,1494.22,120.08
DOC-20250909092246-2615,утюг,продукты питания,3,1629.18,411.19
DOC-20250909092246-2615,молоко,посуда,4,4478.77,934.89
DOC-20250909092246-6684,стиральный порошок,бытовая химия,2,1606.87,387.2
DOC-20250909092246-6684,сковорода,текстиль,3,69.53,2.99
DOC-20250909092246-6684,сковорода,текстиль,5,1609.79,479.88
DOC-20250909092246-6684,полотенце,текстиль,4,1804.0,234.46
DOC-20250909092246-4270,ручка,бытовая химия,4,874.24,2.31
DOC-20250909092246-4270,утюг,продукты питания,3,4923.57,1104.02
DOC-20250909092246-4270,сковорода,бытовая химия,3,4339.33,1226.1
DOC-20250909092246-4270,утюг,посуда,2,4191.88,425.13
DOC-20250909092246-4223,полотенце,бытовая химия,5,1756.32,301.44
DOC-20250909092246-4223,стиральный порошок,текстиль,4,731.66,64.31
DOC-20250909092246-4223,полотенце,канцелярия,1,1472.58,95.96
