doc_id,item,category,amount,price,discount
DOC-20250909092246-3373,молоко,канцелярия,1,2226.95,536.85
DOC-20250909092246-3373,утюг,канцелярия,3,2438.38,487.8
DOC-20250909092246-3373,стиральный порошок,текстиль,5,4762.42,879.23
DOC-20250909092246-1542,молоко,бытовая химия,3,1125.09,320.85
DOC-20250909092246-7485,молоко,текстиль,3,2142.81,296.89
DOC-20250909092246-7485,утюг,посуда,1,3474.4,275.87
DOC-20250909092246-7485,сковорода,посуда,4,3001.57,730.55
DOC-20250909092246-7485,стиральный порошок,текстиль,2,1334.26,70.7
DOC-20250909092246-7485,утюг,канцелярия,4,1537.76,327.56
DOC-20250909092246-9882,утюг,посуда,4,1261.03,201.3
DOC-20250909092246-1383,полотенце,бытовая химия,3,2542.13,290.05
DOC-20250909092246-1383,ручка,продукты питания,1,4697.99,816.03
DOC-20250909092246-1383,стиральный порошок,посуда,2,3570.78,164.23
DOC-20250909092246-9582,ручка,бытовая химия,2,2796.7,180.37
DOC-20250909092246-8847,утюг,бытовая химия,2,273.26,16.9
DOC-20250909092246-8847,ручка,канцелярия,5,3962.0,1029.79
DOC-20250909092246-8847,полотенце,текстиль,1,2598.82,732.58
DOC-20250909092246-8847,стиральный порошок,посуда,2,2188.89,468.26
DOC-20250909092246-1857,утюг,бытовая химия,2,3857.29,673.16
DOC-20250909092246-8426,ручка,бытовая химия,3,4528.55,889.62
DOC-20250909092246-8426,полотенце,товары для дома,2,4238.83,915.16
DOC-20250909092246-2325,молоко,посуда,2,511.84,71.03
DOC-20250909092246-5103,полотенце,бытовая химия,1,1853.4,393.44
DOC-20250909092246-8697,молоко,текстиль,1,2978.36,542.17
DOC-20250909092246-8697,ручка,текстиль,1,3570.97,1053.52
DOC-20250909092246-8697,ручка,товары для дома,2,2897.27,697.5
DOC-20250909092246-1193,сковорода,канцелярия,2,4773.18,1341.56
DOC-20250909092246-1193,молоко,бытовая химия,1,1877.23,146.66
DOC-20250909092246-1193,утюг,продукты питания,2,636.69,101.34
