doc_id,item,category,amount,price,discount
DOC-20250909092246-4807,полотенце,бытовая химия,3,1980.7,505.17
DOC-20250909092246-4807,молоко,текстиль,4,3463.85,314.79
DOC-20250909092246-4807,утюг,бытовая химия,5,3138.02,652.49
DOC-20250909092246-4807,стиральный порошок,текстиль,2,4289.32,182.15
DOC-20250909092246-4807,молоко,продукты питания,4,2815.62,757.4
DOC-20250909092246-0480,сковорода,текстиль,3,4529.32,1330.05
DOC-20250909092246-0480,молоко,продукты питания,2,640.28,153.33
DOC-20250909092246-0480,полотенце,продукты питания,4,3926.16,568.18
DOC-20250909092246-9640,сковорода,канцелярия,5,790.5,171.75
DOC-20250909092246-9640,стиральный порошок,товары для дома,5,2087.39,147.66
DOC-20250909092246-2853,молоко,текстиль,4,4754.29,971.44
DOC-20250909092246-2853,утюг,бытовая химия,4,4606.07,380.19
DOC-20250909092246-2853,ручка,текстиль,3,1163.04,172.78
DOC-20250909092246-7616,сковорода,канцелярия,1,4200.66,1168.32
DOC-20250909092246-0221,сковорода,посуда,2,2002.66,18.07
DOC-20250909092246-0221,молоко,товары для дома,2,2862.87,291.48
DOC-20250909092246-0221,ручка,продукты питания,5,4326.15,669.53
DOC-20250909092246-0221,сковорода,посуда,3,4460.93,793.91
DOC-20250909092246-0221,полотенце,текстиль,5,584.26,133.03
DOC-20250909092246-0872,утюг,товары для дома,1,3482.69,300.32
DOC-20250909092246-0872,ручка,продукты питания,1,445.98,27.01
DOC-20250909092246-9211,сковорода,текстиль,2,2000.77,249.03
DOC-20250909092246-4170,утюг,текстиль,4,2473.54,273.69
DOC-20250909092246-5581,молоко,бытовая химия,4,3992.95,310.86
DOC-20250909092246-5581,ручка,текстиль,4,3785.57,425.97
DOC-20250909092246-5581,стиральный порошок,товары для дома,1,1984.02,69.85
DOC-20250909092246-5581,ручка,бытовая химия,4,2759.35,727.18
DOC-20250909092246-3730,молоко,посуда,2,2892.68,52.6
DOC-20250909092246-1973,молоко,текстиль,5,1734.82,190.52
DOC-20250909092246-1973,стиральный порошок,посуда,3,715.83,80.61
DOC-20250909092246-5471,стиральный порошок,посуда,5,1195.76,267.12
DOC-20250909092246-5471,утюг,товары для дома,5,2617.34,222.02
DOC-20250909092246-2623,молоко,товары для дома,1,2824.44,531.54
DOC-20250909092246-2623,ручка,товары для дома,4,499.03,50.85
DOC-20250909092246-2623,полотенце,канцелярия,3,1485.33,277.21
DOC-20250909092246-7934,сковорода,посуда,4,4773.05,796.93
DOC-20250909092246-7934,ручка,текстиль,3,2185.69,297.46
DOC-20250909092246-7934,стиральный порошок,канцелярия,5,4445.64,892.05
DOC-20250909092246-7934,молоко,текстиль,5,4713.92,200.91
DOC-20250909092246-7934,сковорода,текстиль,3,653.98,128.42
DOC-20250909092246-8007,полотенце,посуда,5,2248.5,390.75
DOC-20250909092246-8007,молоко,бытовая химия,3,3906.56,286.65
DOC-20250909092246-8007,молоко,продукты питания,3,4682.18,325.74
DOC-20250909092246-6118,полотенце,посуда,2,3190.56,844.49
DOC-20250909092246-6118,ручка,посуда,2,270.44,29.64
DOC-20250909092246-4304,утюг,бытовая химия,2,1499.92,361.18
DOC-20250909092246-4304,стиральный порошок,товары для дома,5,2460.28,284.64
DOC-20250909092246-4304,утюг,текстиль,2,2125.95,529.31
DOC-20250909092246-4304,ручка,канцелярия,3,2494.8,261.1
DOC-20250909092246-1667,полотенце,продукты питания,2,3405.11,525.47
DOC-20250909092246-1667,полотенце,товары для дома,2,3401.19,405.41
