doc_id,item,category,amount,price,discount
DOC-20250909092246-1746,молоко,товары для дома,2,1877.51,329.17
DOC-20250909092246-1746,ручка,продукты питания,3,4698.53,652.65
DOC-20250909092246-1746,сковорода,канцелярия,3,554.34,141.72
DOC-20250909092246-1921,молоко,бытовая химия,2,561.48,91.79
DOC-20250909092246-1921,молоко,канцелярия,3,714.28,26.76
DOC-20250909092246-1921,утюг,текстиль,5,3980.88,538.75
DOC-20250909092246-1921,полотенце,канцелярия,3,4017.35,790.22
DOC-20250909092246-1921,молоко,канцелярия,1,2873.71,834.52
DOC-20250909092246-9112,утюг,бытовая химия,1,1355.83,166.64
DOC-20250909092246-9112,полотенце,бытовая химия,3,4089.05,909.62
DOC-20250909092246-9112,молоко,бытовая химия,4,93.14,14.86
DOC-20250909092246-9112,сковорода,продукты питания,2,289.92,15.96
DOC-20250909092246-9112,стиральный порошок,товары для дома,3,798.45,142.74
DOC-20250909092246-9600,стиральный порошок,продукты питания,1,1911.62,213.1
DOC-20250909092246-9600,утюг,канцелярия,3,1009.47,168.43
DOC-20250909092246-0180,ручка,канцелярия,5,2329.1,38.83
DOC-20250909092246-0180,полотенце,бытовая химия,1,1842.33,511.86
DOC-20250909092246-0180,ручка,посуда,3,1715.6,435.69
DOC-20250909092246-5726,сковорода,посуда,4,4786.33,954.03
DOC-20250909092246-5726,ручка,продукты питания,3,4300.04,212.51
DOC-20250909092246-5726,сковорода,канцелярия,5,1278.05,289.4
DOC-20250909092246-7223,полотенце,текстиль,2,1190.16,202.91
DOC-20250909092246-7223,утюг,бытовая химия,4,1401.15,158.05
DOC-20250909092246-7223,стиральный порошок,товары для дома,3,3670.46,489.41
DOC-20250909092246-7774,стиральный порошок,текстиль,4,4645.25,1109.53
DOC-20250909092246-4202,утюг,товары для дома,5,3021.89,673.5
DOC-20250909092246-4202,полотенце,текстиль,5,748.21,141.54
DOC-20250909092246-4202,полотенце,посуда,4,4373.88,981.16
DOC-20250909092246-4202,ручка,канцелярия,4,2799.67,531.19
DOC-20250909092246-1179,сковорода,продукты питания,5,1166.35,179.52
DOC-20250909092246-1179,ручка,товары для дома,5,3592.07,127.58
DOC-20250909092246-1179,ручка,текстиль,4,3585.84,287.86
DOC-20250909092246-1969,сковорода,товары для дома,2,1649.48,430.98
DOC-20250909092246-8814,полотенце,посуда,2,4217.35,770.47
DOC-20250909092246-8836,утюг,товары для дома,5,1415.49,109.16
DOC-20250909092246-8836,молоко,текстиль,1,869.59,104.47
DOC-20250909092246-9282,стиральный порошок,товары для дома,2,856.9,254.49
DOC-20250909092246-9282,утюг,товары для дома,3,2747.04,170.49
DOC-20250909092246-9282,молоко,товары для дома,1,1943.1,365.28
DOC-20250909092246-9282,молоко,посуда,3,1518.8,380.78
DOC-20250909092246-1379,молоко,товары для дома,2,4525.24,1321.38
DOC-20250909092246-1379,молоко,канцелярия,4,1909.66,62.17
DOC-20250909092246-1379,полотенце,бытовая химия,4,731.23,148.0
DOC-20250909092246-1379,утюг,канцелярия,2,111.4,26.74
DOC-20250909092246-9339,утюг,посуда,3,1811.91,374.61
