doc_id,item,category,amount,price,discount
DOC-20250909092246-6643,полотенце,текстиль,1,4814.83,381.69
DOC-20250909092246-6643,полотенце,канцелярия,2,2059.22,533.12
DOC-20250909092246-6643,полотенце,канцелярия,1,1944.82,138.29
DOC-20250909092246-5322,стиральный порошок,посуда,5,1359.31,149.52
DOC-20250909092246-5322,ручка,товары для дома,1,1342.98,252.16
DOC-20250909092246-2296,молоко,канцелярия,5,4107.01,470.73
DOC-20250909092246-2296,стиральный порошок,товары для дома,2,4559.5,434.16
DOC-20250909092246-2296,молоко,продукты питания,4,2085.09,576.97
DOC-20250909092246-2296,стиральный порошок,текстиль,1,1162.06,48.29
DOC-20250909092246-2296,сковорода,бытовая химия,1,4562.43,229.33
DOC-20250909092246-5927,сковорода,товары для дома,5,3631.62,979.02
DOC-20250909092246-5927,стиральный порошок,бытовая химия,1,4618.49,620.82
DOC-20250909092246-2190,сковорода,бытовая химия,1,2270.83,146.28
DOC-20250909092246-9013,сковорода,продукты питания,2,4874.53,928.39
DOC-20250909092246-9013,сковорода,товары для дома,4,1845.93,92.33
DOC-20250909092246-9013,сковорода,посуда,1,1746.41,321.61
DOC-20250909092246-9013,молоко,канцелярия,4,2768.27,11.04
DOC-20250909092246-9013,ручка,товары для дома,4,3285.7,127.51
DOC-20250909092246-8532,полотенце,посуда,1,1105.58,219.27
DOC-20250909092246-8532,молоко,текстиль,5,4483.62,505.84
DOC-20250909092246-8532,стиральный порошок,продукты питания,3,4361.05,346.18
DOC-20250909092246-1597,стиральный порошок,бытовая химия,1,2018.87,394.4
DOC-20250909092246-8190,сковорода,бытовая химия,5,836.35,50.62
DOC-20250909092246-8190,стиральный порошок,товары для дома,4,2300.31,175.08
DOC-20250909092246-8190,ручка,канцелярия,5,3137.09,817.54
DOC-20250909092246-4114,стиральный порошок,бытовая химия,3,2614.92,295.96
DOC-20250909092246-4114,ручка,товары для дома,5,4432.92,280.81
DOC-20250909092246-4114,молоко,бытовая химия,5,3790.93,20.06
DOC-20250909092246-6775,ручка,канцелярия,3,4566.78,762.43
DOC-20250909092246-6775,полотенце,посуда,1,622.73,116.26
DOC-20250909092246-6775,молоко,текстиль,3,1664.0,134.02
DOC-20250909092246-6775,сковорода,текстиль,1,2866.28,207.33
DOC-20250909092246-6775,стиральный порошок,продукты питания,3,712.57,23.34
DOC-20250909092246-3469,полотенце,продукты питания,5,3763.23,1021.34
DOC-20250909092246-3469,молоко,канцелярия,3,3741.01,877.25
DOC-20250909092246-3469,стиральный порошок,бытовая химия,3,1366.62,325.2
DOC-20250909092246-1197,стиральный порошок,бытовая химия,2,674.88,165.24
DOC-20250909092246-1197,сковорода,товары для дома,2,4070.78,442.7
DOC-20250909092246-4886,полотенце,бытовая химия,4,3542.2,59.29
DOC-20250909092246-4886,сковорода,бытовая химия,2,3059.57,307.43
DOC-20250909092246-4886,сковорода,посуда,2,1759.76,423.91
DOC-20250909092246-4886,полотенце,канцелярия,4,1339.95,166.39
DOC-20250909092246-4886,утюг,канцелярия,3,1557.36,299.87
DOC-20250909092246-3210,молоко,продукты питания,1,3491.35,32.27
DOC-20250909092246-3210,ручка,продукты питания,5,3066.74,773.96
DOC-20250909092246-3210,утюг,посуда,2,2820.56,400.99
DOC-20250909092246-3210,полотенце,бытовая химия,1,1875.46,207.35
DOC-20250909092246-3210,молоко,бытовая химия,1,3637.94,948.59
DOC-20250909092246-9225,сковорода,посуда,1,2247.44,61.52
DOC-20250909092246-9225,полотенце,товары для дома,4,482.99,36.11
DOC-20250909092246-9225,утюг,бытовая химия,4,3961.29,343.53
DOC-20250909092246-9225,ручка,товары для дома,1,2929.13,149.88
DOC-20250909092246-4418,полотенце,продукты питания,3,410.93,72.66
DOC-20250909092246-0742,сковорода,канцелярия,5,4922.42,418.41
DOC-20250909092246-0742,полотенце,канцелярия,2,2486.86,536.21
DOC-20250909092246-0742,утюг,товары для дома,5,2914.76,78.13
DOC-20250909092246-7897,сковорода,текстиль,4,3678.81,932.32
DOC-20250909092246-7897,ручка,канцелярия,4,4331.2,1109.43
DOC-20250909092246-7897,сковорода,посуда,5,3036.06,7.87
DOC-20250909092246-7897,утюг,текстиль,4,1420.32,19.62
DOC-20250909092246-7897,молоко,текстиль,5,1651.62,153.83
DOC-20250909092246-0410,полотенце,бытовая химия,1,4839.74,855.47
DOC-20250909092246-0410,ручка,продукты питания,3,2778.28,639.18
DOC-20250909092246-0410,утюг,текстиль,3,3264.79,718.55
DOC-20250909092246-0410,сковорода,посуда,2,3284.22,584.72
DOC-20250909092246-8003,сковорода,товары для дома,4,2078.2,538.84
DOC-20250909092246-8601,утюг,товары для дома,4,3541.19,1032.53
DOC-20250909092246-8601,сковорода,посуда,2,3206.88,720.44
DOC-20250909092246-9984,молоко,канцелярия,2,4254.53,257.28
DOC-20250909092246-9984,сковорода,бытовая химия,3,3770.42,132.35
DOC-20250909092246-9984,полотенце,продукты питания,1,1075.93,86.19
DOC-20250909092246-9984,ручка,канцелярия,3,2636.22,433.64
DOC-20250909092246-6367,стиральный порошок,продукты питания,2,1057.99,301.22
DOC-20250909092246-6367,молоко,бытовая химия,4,3239.04,909.79
DOC-20250909092246-6367,молоко,текстиль,4,1716.55,262.82
DOC-20250909092246-3996,молоко,текстиль,4,4940.9,1126.28
DOC-20250909092246-3996,ручка,бытовая химия,1,3564.31,198.06
DOC-20250909092246-3996,стиральный порошок,бытовая химия,5,4362.64,975.66
DOC-20250909092246-3996,полотенце,товары для дома,5,2677.99,63.1
DOC-20250909092246-5451,ручка,текстиль,5,950.1,111.59
DOC-20250909092246-5451,полотенце,товары для дома,2,4692.8,1051.78
DOC-20250909092246-5451,молоко,продукты питания,3,3345.79,240.46
DOC-20250909092246-4313,сковорода,бытовая химия,3,4593.24,281.58
DOC-20250909092246-4313,стиральный порошок,текстиль,2,3164.07,782.68
DOC-20250909092246-4313,ручка,текстиль,2,2835.04,255.87
DOC-20250909092246-4313,молоко,текстиль,3,1472.05,213.37
DOC-20250909092246-5391,ручка,товары для дома,4,301.0,2.52
DOC-20250909092246-5391,утюг,бытовая химия,1,2416.04,644.44
DOC-20250909092246-5391,стиральный порошок,текстиль,3,2239.11,299.36
DOC-20250909092246-5391,молоко,текстиль,2,4771.8,4.98
DOC-20250909092246-8799,сковорода,посуда,3,4217.71,633.59
DOC-20250909092246-8799,ручка,посуда,3,3601.26,747.58
DOC-20250909092246-6933,полотенце,продукты питания,1,4183.3,298.34
DOC-20250909092246-6933,молоко,посуда,4,3711.54,942.08
