doc_id,item,category,amount,price,discount
DOC-20250909092246-3318,полотенце,посуда,1,2424.9,398.07
DOC-20250909092246-3318,полотенце,бытовая химия,5,2902.09,425.52
DOC-20250909092246-3318,утюг,канцелярия,5,1553.4,274.83
DOC-20250909092246-3318,молоко,канцелярия,3,4353.28,141.17
DOC-20250909092246-3318,сковорода,канцелярия,5,2747.25,420.09
DOC-20250909092246-3301,утюг,бытовая химия,1,476.17,45.32
DOC-20250909092246-3301,утюг,бытовая химия,2,1370.53,221.17
DOC-20250909092246-3301,ручка,посуда,1,763.84,176.97
DOC-20250909092246-3301,молоко,товары для дома,1,3660.19,149.59
DOC-20250909092246-7905,утюг,текстиль,5,2431.14,509.85
DOC-20250909092246-7905,сковорода,канцелярия,5,4399.49,1019.0
DOC-20250909092246-7905,ручка,продукты питания,1,4775.69,597.21
DOC-20250909092246-7905,молоко,текстиль,5,4300.67,258.27
DOC-20250909092246-7905,молоко,продукты питания,1,4753.76,1122.89
DOC-20250909092246-6799,стиральный порошок,посуда,3,1998.96,300.06
DOC-20250909092246-6799,утюг,посуда,1,3408.59,646.41
DOC-20250909092246-6799,полотенце,посуда,2,500.28,143.11
DOC-20250909092246-6799,полотенце,бытовая химия,5,4696.65,650.61
DOC-20250909092246-6799,полотенце,бытовая химия,1,1868.93,502.05
DOC-20250909092246-6145,полотенце,текстиль,2,2015.27,566.93
DOC-20250909092246-6145,ручка,продукты питания,2,4389.18,514.2
DOC-20250909092246-4113,стиральный порошок,текстиль,1,2975.1,790.17
DOC-20250909092246-4113,полотенце,посуда,1,2363.45,617.08
DOC-20250909092246-1490,утюг,текстиль,2,3204.76,220.88
DOC-20250909092246-1490,сковорода,текстиль,5,3786.23,940.17
DOC-20250909092246-1490,полотенце,текстиль,3,3440.95,310.61
DOC-20250909092246-1751,молоко,текстиль,4,1014.75,121.24
DOC-20250909092246-1751,полотенце,текстиль,3,2829.19,761.23
DOC-20250909092246-1751,полотенце,продукты питания,1,2345.48,94.75
DOC-20250909092246-8550,ручка,текстиль,5,2856.91,621.69
DOC-20250909092246-5009,полотенце,товары для дома,1,2389.23,490.92
DOC-20250909092246-5009,сковорода,посуда,2,3978.6,793.54
DOC-20250909092246-5009,утюг,товары для дома,2,1540.51,53.06
DOC-20250909092246-4125,утюг,продукты питания,4,2662.95,519.1
DOC-20250909092246-4125,полотенце,посуда,5,2936.24,642.2
DOC-20250909092246-4125,ручка,бытовая химия,3,3482.15,124.28
DOC-20250909092246-4125,стиральный порошок,бытовая химия,5,3115.71,277.46
DOC-20250909092246-3438,полотенце,текстиль,4,2964.08,300.84
DOC-20250909092246-9330,полотенце,посуда,3,232.46,22.11
DOC-20250909092246-9330,утюг,товары для дома,5,2446.22,476.78
DOC-20250909092246-9330,утюг,канцелярия,2,1058.57,130.72
DOC-20250909092246-9330,стиральный порошок,бытовая химия,3,4859.58,751.02
DOC-20250909092246-9330,сковорода,товары для дома,3,1581.35,389.77
DOC-20250909092246-7541,полотенце,посуда,5,1684.0,317.36
DOC-20250909092246-7541,ручка,канцелярия,5,2306.52,384.25
DOC-20250909092246-1330,молоко,бытовая химия,2,307.86,81.67
DOC-20250909092246-1330,утюг,бытовая химия,2,3330.25,693.22
DOC-20250909092246-2767,стиральный порошок,товары для дома,4,4124.18,146.53
DOC-20250909092246-2767,сковорода,товары для дома,5,1555.07,234.03
DOC-20250909092246-2767,ручка,канцелярия,1,4984.73,1282.65
DOC-20250909092246-2924,полотенце,посуда,4,769.74,221.58
DOC-20250909092246-2243,сковорода,бытовая химия,5,3156.99,346.71
DOC-20250909092246-2243,сковорода,канцелярия,5,4061.91,666.05
DOC-20250909092246-3627,ручка,товары для дома,2,290.39,60.2
DOC-20250909092246-3627,полотенце,посуда,2,4347.7,208.32
DOC-20250909092246-3627,полотенце,текстиль,1,3522.35,411.95
DOC-20250909092246-2698,молоко,продукты питания,4,1717.97,378.2
DOC-20250909092246-4506,молоко,посуда,4,402.58,83.07
DOC-20250909092246-4506,утюг,бытовая химия,1,3938.18,961.07
DOC-20250909092246-8162,полотенце,бытовая химия,3,72.73,12.68
DOC-20250909092246-6630,полотенце,посуда,3,4825.39,998.79
DOC-20250909092246-6630,стиральный порошок,посуда,3,4549.94,25.58
DOC-20250909092246-6630,полотенце,продукты питания,2,2537.44,408.52
DOC-20250909092246-6630,полотенце,товары для дома,2,3623.32,892.05
DOC-20250909092246-6630,полотенце,товары для дома,4,4375.78,236.61
DOC-20250909092246-9822,стиральный порошок,канцелярия,2,3716.86,514.27
DOC-20250909092246-9905,стиральный порошок,посуда,5,2894.16,765.4
DOC-20250909092246-9905,стиральный порошок,продукты питания,2,4861.1,433.82
DOC-20250909092246-9905,стиральный порошок,посуда,1,3820.07,1068.79
DOC-20250909092246-9905,стиральный порошок,товары для дома,4,695.16,93.02
DOC-20250909092246-0400,молоко,товары для дома,1,4969.42,1032.17
DOC-20250909092246-0400,молоко,канцелярия,2,3158.98,811.29
DOC-20250909092246-0400,сковорода,продукты питания,1,3936.51,265.89
DOC-20250909092246-0400,сковорода,товары для дома,1,4215.14,755.56
DOC-20250909092246-3537,стиральный порошок,продукты питания,4,121.24,2.62
DOC-20250909092246-3537,полотенце,товары для дома,3,3335.9,830.47
DOC-20250909092246-3537,полотенце,посуда,5,1606.35,230.32
DOC-20250909092246-5613,сковорода,канцелярия,1,4553.75,190.26
DOC-20250909092246-5613,стиральный порошок,бытовая химия,1,2415.21,400.94
DOC-20250909092246-5613,сковорода,продукты питания,2,4907.17,732.81
DOC-20250909092246-2476,утюг,бытовая химия,2,1191.53,316.74
DOC-20250909092246-2476,сковорода,товары для дома,1,3249.81,772.68
DOC-20250909092246-2476,молоко,продукты питания,4,543.02,1.0
DOC-20250909092246-2476,молоко,текстиль,2,2176.39,68.59
DOC-20250909092246-2476,полотенце,канцелярия,5,2405.17,392.24
DOC-20250909092246-7616,ручка,бытовая химия,2,950.72,38.62
DOC-20250909092246-7616,ручка,посуда,5,2582.88,240.4
DOC-20250909092246-7616,утюг,товары для дома,4,3293.82,7.62
DOC-20250909092246-7616,стиральный порошок,канцелярия,5,3546.97,553.36
DOC-20250909092246-3389,полотенце,посуда,1,2353.29,364.51
DOC-20250909092246-3389,сковорода,товары для дома,1,1943.13,228.88
DOC-20250909092246-3389,сковорода,канцелярия,5,4338.44,34.67
DOC-20250909092246-3389,ручка,бытовая химия,5,4715.36,839.41
DOC-20250909092246-3389,стиральный порошок,продукты питания,3,4710.03,1290.18
DOC-20250909092246-3531,стиральный порошок,бытовая химия,3,2174.66,560.39
DOC-20250909092246-6048,полотенце,посуда,3,1303.86,246.34
DOC-20250909092246-6048,стиральный порошок,текстиль,2,3547.12,874.3
DOC-20250909092246-0028,сковорода,текстиль,5,4961.58,28.14
DOC-20250909092246-8319,стиральный порошок,посуда,2,3591.34,892.41
DOC-20250909092246-8319,утюг,канцелярия,3,2746.49,37.93
DOC-20250909092246-8319,утюг,посуда,4,667.79,54.58
DOC-20250909092246-8319,ручка,посуда,1,1196.55,54.06
DOC-20250909092246-8319,стиральный порошок,бытовая химия,2,3988.9,238.83
DOC-20250909092246-4788,утюг,посуда,5,1634.72,241.98
DOC-20250909092246-6412,утюг,бытовая химия,1,208.8,0.26
DOC-20250909092246-0162,полотенце,продукты питания,2,3977.16,339.51
DOC-20250909092246-2803,сковорода,товары для дома,5,3486.98,125.13
DOC-20250909092246-2803,полотенце,посуда,1,2682.4,108.02
DOC-20250909092246-2803,молоко,товары для дома,1,2942.08,206.63
DOC-20250909092246-2606,стиральный порошок,товары для дома,4,331.36,0.53
DOC-20250909092246-2606,полотенце,канцелярия,5,413.99,55.07
DOC-20250909092246-2606,полотенце,текстиль,1,4272.09,839.96
DOC-20250909092246-2606,стиральный порошок,канцелярия,3,173.65,9.65
DOC-20250909092246-6523,утюг,товары для дома,3,2121.47,524.33
